Date_of_Reporting	Deaths	deaths_cumulative	New_Local_Cases	New_Imported_Cases	New_Undetermined_Cases	New_Total_Cases	Unidentifiable	New_Local_Cases_Source	Notes	Num_Delayed	Date_of_Reporting_REPEAT	New_Local_Cases_Original	New_Local_Cases_20210522	New_Local_Cases_20210523	New_Local_Cases_20210524	New_Local_Cases_20210525	New_Local_Cases_20210526	New_Local_Cases_20210527	New_Local_Cases_20210528	ERR_New_Local_Cases_20210529_ERROR_REPORTED	New_Local_Cases_20210529	New_Local_Cases_20210530	New_Local_Cases_20210531	New_Local_Cases_20210601	New_Local_Cases_20210602	New_Local_Cases_20210603	New_Local_Cases_20210604	New_Local_Cases_20210605	New_Local_Cases_20210606	New_Local_Cases_Revised	Revised_Status	Specimen_from_Reported_COVID-19	Specimen_from_Reported_from_Home_Quarantine	Specimen_from_Enhanced_Surveillance	Total
2020/12/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	266	291
2020/12/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	35	0	265	300
2020/12/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	40	0	394	434
2020/12/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	47	0	733	780
2020/12/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	399	423
2020/12/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	192	216
2020/12/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	37	0	810	847
2020/12/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	771	801
2020/12/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	728	757
2020/12/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	767	790
2020/12/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	37	0	540	577
2020/12/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	219	240
2020/12/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	162	183
2020/12/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	41	0	719	760
2020/12/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	39	0	761	800
2020/12/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	33	0	637	670
2020/12/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	49	0	679	728
2020/12/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	39	0	720	759
2020/12/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	299	324
2020/12/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	334	365
2020/12/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	37	0	980	1017
2020/12/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	783	810
2020/12/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	648	674
2020/12/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/12/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	478	507
2021/1/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	177	200
2021/1/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	229	251
2021/1/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	141	159
2021/1/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	45	0	1140	1185
2021/1/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	567	598
2021/1/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	38	0	769	807
2021/1/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	36	0	663	699
2021/1/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	28	0	570	598
2021/1/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	35	0	216	251
2021/1/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	253	277
2021/1/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	40	0	946	986
2021/1/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	68	0	545	613
2021/1/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	55	0	705	760
2021/1/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	38	0	929	967
2021/1/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	38	0	1136	1174
2021/1/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	43	0	500	543
2021/1/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	52	0	397	449
2021/1/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	117	0	1402	1519
2021/1/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	70	0	881	951
2021/1/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	84	0	1161	1245
2021/1/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	70	0	1119	1189
2021/1/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	66	0	1258	1324
2021/1/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	45	0	962	1007
2021/1/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	47	0	546	593
2021/1/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	95	0	1643	1738
2021/1/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	69	0	1450	1519
2021/1/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	65	0	1564	1629
2021/1/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	64	0	1538	1602
2021/1/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	53	0	1826	1879
2021/1/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	36	0	1323	1359
2021/1/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/1/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	41	0	831	872
2021/2/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	56	0	1154	1210
2021/2/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	47	0	3197	3244
2021/2/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	49	0	1118	1167
2021/2/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	54	0	874	928
2021/2/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	42	0	836	878
2021/2/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	487	517
2021/2/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	78	0	715	793
2021/2/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	44	0	1064	1108
2021/2/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	34	0	750	784
2021/2/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	355	379
2021/2/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	262	275
2021/2/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	255	276
2021/2/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	307	324
2021/2/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	16	0	318	334
2021/2/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	311	325
2021/2/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	306	320
2021/2/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	738	759
2021/2/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	684	698
2021/2/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	826	839
2021/2/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	351	371
2021/2/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	10	0	221	231
2021/2/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	725	736
2021/2/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	466	488
2021/2/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2021/2/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	524	546
2021/2/25	PENDING	PENDING	0	5	0	5	NA	CDC_Facebook			2021/2/25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	20	0	524	544
2021/2/26	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/2/26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	12	0	406	418
2021/2/27	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/2/27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	12	0	210	222
2021/2/28	PENDING	PENDING	0	1	0	1	NA	CDC_Facebook			2021/2/28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	13	0	184	197
2021/3/1	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	14	0	262	276
2021/3/2	PENDING	PENDING	NA	NA	NA	NA	NA	CDC_Facebook			2021/3/2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	16	0	418	434
2021/3/3	PENDING	PENDING	0	3	0	3	NA	CDC_Facebook			2021/3/3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	16	0	272	288
2021/3/4	PENDING	PENDING	0	2	0	2	NA	CDC_Facebook			2021/3/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	20	0	655	675
